number,country,flag,vendor,type,level,bank
302503,US,🇺🇸,DINERS CLUB INTERNATIONAL,CREDIT,BUSINESS,
641155,US,🇺🇸,EBT,DEBIT,PROPRIETARY,
676490,IT,🇮🇹,MAESTRO,DEBIT,PERSONAL,SIA S.P.A.
395461,US,🇺🇸,DISCOVER,CREDIT,BUSINESS,
404291,RU,🇷🇺,VISA,DEBIT,GOLD,JS KAMCHATKA COMMERCIAL AGROPROMBANK
594605,TR,🇹🇷,MAESTRO,DEBIT,STANDARD,
499577,US,🇺🇸,VISA,CREDIT,,
816434,CN,🇨🇳,CHINA UNION PAY,,,
595080,DE,🇩🇪,MAESTRO,DEBIT,STANDARD,
371769,DE,🇩🇪,AMERICAN EXPRESS,CREDIT,PERSONAL CHARGE,AMEX GERMANY GLOBESTAR CHARGE
508023,US,🇺🇸,EBT,DEBIT,,
655430,US,🇺🇸,DISCOVER,CREDIT,PERSONAL,DISCOVER BANK
363701,US,🇺🇸,DINERS CLUB INTERNATIONAL,CREDIT,,
547550,RU,🇷🇺,MASTERCARD,CREDIT,BUSINESS,CJSC CREDIT EUROPE BANK
395003,US,🇺🇸,DISCOVER,CREDIT,BUSINESS,
672865,DE,🇩🇪,MAESTRO,DEBIT,,
300676,BR,🇧🇷,DINERS CLUB INTERNATIONAL,CREDIT,STANDARD,
658281,US,🇺🇸,DISCOVER,CREDIT,PERSONAL,DISCOVER BANK
382390,US,🇺🇸,DISCOVER,CREDIT,BUSINESS,
594088,LU,🇱🇺,MAESTRO,DEBIT,STANDARD,
437333,US,🇺🇸,VISA,DEBIT,BUSINESS,BANKERS' BANK OF THE WEST
389918,US,🇺🇸,DISCOVER,CREDIT,BUSINESS,
347463,US,🇺🇸,AMERICAN EXPRESS,CREDIT,,
628297,CN,🇨🇳,CHINA UNION PAY,CREDIT,BUSINESS,
497995,FR,🇫🇷,VISA,DEBIT,CLASSIC,CREDIT INDUSTRIEL ET COMMERCIAL
536986,US,🇺🇸,MASTERCARD,CREDIT,,
358066,JP,🇯🇵,JCB,CREDIT,STANDARD,
419328,CO,🇨🇴,VISA,DEBIT,PREPAID ELECTRON,BANCO DE BOGOTA
855527,CA,🇨🇦,PRIVATE LABEL,,,FUTURE SHOP - HSBC
492360,JP,🇯🇵,VISA,CREDIT,CLASSIC,"NIPPON SHINPAN CO., LTD."
371817,US,🇺🇸,AMERICAN EXPRESS,CREDIT,GOLD,AMERICAN EXPRESS US CONSUMER
509277,BR,🇧🇷,ELO,CREDIT,,DISPONIVEL
408937,US,🇺🇸,VISA,CREDIT,CLASSIC,"WELLS FARGO BANK, N.A."
445003,ES,🇪🇸,VISA,CREDIT,BUSINESS,"BANKINTER, S.A."
366644,JP,🇯🇵,DINERS CLUB INTERNATIONAL,CREDIT,PERSONAL,
520145,PR,🇵🇷,MASTERCARD,DEBIT,PLATINUM,BANCO SANTANDER PUERTO RICO
590926,CA,🇨🇦,MAESTRO,DEBIT,STANDARD,
623392,KR,🇰🇷,CHINA UNION PAY,DEBIT,INDIVIDUAL,BC CARD
354640,JP,🇯🇵,JCB,CREDIT,,
247646,,◻️,MASTERCARD,,,
408616,US,🇺🇸,VISA,CREDIT,CLASSIC,FLINT AREA SCHOOL EMPOLYEES C.U.
440825,GT,🇬🇹,VISA,DEBIT,PREPAID,"BANCO INTERNACIONAL, S.A."
524912,US,🇺🇸,MASTERCARD,DEBIT,PREPAID,JACK HENRY & ASSOCIATES
110554,FI,🇫🇮,UATP,CREDIT,UATP,FINNAIR OYJ (AY)
810761,CN,🇨🇳,CHINA UNION PAY,,,
228178,,◻️,MASTERCARD,,,
462801,US,🇺🇸,VISA,CREDIT,,"BANK OF AMERICA, N.A."
392260,US,🇺🇸,DISCOVER,CREDIT,BUSINESS,
531078,KR,🇰🇷,MASTERCARD,CREDIT,,"SAMSUNG CARD CO., LTD."
592425,ES,🇪🇸,MAESTRO,DEBIT,STANDARD,
537770,RU,🇷🇺,MASTERCARD,CREDIT,PLATINUM,JSCB JUGRA (CLOSED)
850829,CA,🇨🇦,PRIVATE LABEL,,,BEST BUY - HSBC
361982,US,🇺🇸,DINERS CLUB INTERNATIONAL,CREDIT,,
437090,AT,🇦🇹,VISA,DEBIT,V PAY,
467553,US,🇺🇸,VISA,DEBIT,CLASSIC,ITS BANK
230955,,◻️,MASTERCARD,,,
553602,US,🇺🇸,MASTERCARD,CREDIT,,"WELLS FARGO BANK, N.A."
671100,MK,🇲🇰,MAESTRO,DEBIT,,
303177,US,🇺🇸,DINERS CLUB INTERNATIONAL,CREDIT,BUSINESS,
412345,TR,🇹🇷,VISA,CREDIT,PURCHASING,THANKSCARD
588913,CO,🇨🇴,MAESTRO,DEBIT,STANDARD,
591014,UA,🇺🇦,MAESTRO,DEBIT,STANDARD,
228006,,◻️,MASTERCARD,,,
466978,BR,🇧🇷,VISA,CREDIT,,
538096,TN,🇹🇳,MASTERCARD,DEBIT,,
519595,BY,🇧🇾,MASTERCARD,CREDIT,,
428570,AE,🇦🇪,VISA,CREDIT,CLASSIC,AJMAN BANK (P.J.S.C.)
529811,IN,🇮🇳,MASTERCARD,DEBIT,BUSINESS,KOTAK MAHINDRA BANK LTD.
443770,US,🇺🇸,VISA,CREDIT,,
375285,IT,🇮🇹,AMERICAN EXPRESS,CREDIT,GOLD/PLATINUM,AESEL - ITALY CONSUMER CHARGE
404295,RU,🇷🇺,VISA,DEBIT,GOLD,CJSC JSC INVESTMENT BANK ZERICH (CLOSED)
384942,US,🇺🇸,DISCOVER,CREDIT,BUSINESS,
710136,US,🇺🇸,PRIVATE LABEL,DEBIT,,
553517,MY,🇲🇾,MASTERCARD,CREDIT,CORPORATE,CITIBANK BERHAD
816486,CN,🇨🇳,CHINA UNION PAY,,,
475585,US,🇺🇸,VISA,DEBIT,PLATINUM,"WELLS FARGO BANK, N.A."
492053,BH,🇧🇭,VISA,CREDIT,,CITIBANK
507274,US,🇺🇸,EBT,DEBIT,,
373947,US,🇺🇸,AMERICAN EXPRESS,CREDIT,PERSONAL,AMERICAN EXPRESS US CONSUMER
554597,EC,🇪🇨,MASTERCARD,CREDIT,STANDARD,"PACIFICARD, S.A."
359914,CN,🇨🇳,PRIVATE LABEL CARD,CREDIT,STANDARD,
504310,AR,🇦🇷,MAESTRO,DEBIT,STANDARD,
489314,CN,🇨🇳,VISA,CREDIT,CLASSIC,"PING AN BANK CO., LTD."
385635,US,🇺🇸,DISCOVER,CREDIT,BUSINESS,
229960,,◻️,MASTERCARD,,,
501377,US,🇺🇸,EBT,DEBIT,,
362698,US,🇺🇸,DINERS CLUB INTERNATIONAL,CREDIT,,
227870,,◻️,MASTERCARD,,,
475051,US,🇺🇸,VISA,CREDIT,CLASSIC,"JPMORGAN CHASE BANK, N.A."
353259,JP,🇯🇵,JCB,CREDIT,STANDARD,
343834,US,🇺🇸,AMERICAN EXPRESS,CREDIT,,
814225,CN,🇨🇳,CHINA UNION PAY,,,
585178,DE,🇩🇪,MAESTRO,DEBIT,STANDARD,
354004,JP,🇯🇵,JCB,CREDIT,STANDARD,
776080,US,🇺🇸,PRIVATE LABEL,DEBIT,,
527210,CA,🇨🇦,MASTERCARD,DEBIT,PREPAID RELOADABLE,BANK OF MONTREAL
456708,TT,🇹🇹,VISA,CREDIT,,"FIRST CITIZENS BANK, LTD."
850958,CA,🇨🇦,PRIVATE LABEL,,,BEST BUY - HSBC
584271,US,🇺🇸,EBT,DEBIT,,
559734,SG,🇸🇬,MASTERCARD,DEBIT,PLATINUM,"CITIBANK SINGAPORE, LTD."
420164,BW,🇧🇼,VISA,DEBIT,PREPAID,AFRICAN BANKING CORPORATION OF BOTSWANA LTD
389422,US,🇺🇸,DISCOVER,CREDIT,BUSINESS,
496725,US,🇺🇸,VISA,CREDIT,,
261046,,◻️,MASTERCARD,,,
450672,PR,🇵🇷,VISA,CREDIT,CLASSIC,BANCO SANTANDER PUERTO RICO
590388,ES,🇪🇸,MAESTRO,DEBIT,STANDARD,
481896,GB,🇬🇧,VISA,DEBIT,CLASSIC,HSBC BANK PLC
388731,US,🇺🇸,DISCOVER,CREDIT,BUSINESS,
441507,MX,🇲🇽,VISA,CREDIT,,BANCO SANTANDER SERFIN S.A. INSTITUCION DE BANCA MULTIPLE
640386,US,🇺🇸,EBT,DEBIT,PROPRIETARY,
483612,TR,🇹🇷,VISA,DEBIT,CLASSIC,
405748,US,🇺🇸,VISA,DEBIT,CLASSIC,ARVEST BANK
969629,US,🇺🇸,PRIVATE LABEL,DEBIT,PROPRIETARY,
599881,PL,🇵🇱,MAESTRO,DEBIT,STANDARD,
529867,BR,🇧🇷,MASTERCARD,CREDIT,STANDARD,WEX INC. BRAZIL
673100,NL,🇳🇱,MAESTRO,DEBIT,PERSONAL,PAYSQUARE SE
264089,,◻️,MASTERCARD,,,
373389,CA,🇨🇦,AMERICAN EXPRESS,CREDIT,REVOLVE (CONSUMER / SBS),AMEX CANADA GLOBESTAR
578277,US,🇺🇸,EBT,DEBIT,,
449959,FR,🇫🇷,VISA,DEBIT,BUSINESS,NATEXIS BANQUES POPULAIRES
520864,JP,🇯🇵,MASTERCARD,CREDIT,STANDARD,"MITSUBISHI UFJ FINANCIAL GROUP, INC."
265238,,◻️,MASTERCARD,,,
501904,DK,🇩🇰,DANKORT,DEBIT,,
579498,US,🇺🇸,EBT,DEBIT,,
256435,,◻️,MASTERCARD,,,
268536,,◻️,MASTERCARD,,,
550267,CN,🇨🇳,MASTERCARD,DEBIT,,BANK OF COMMUNICATIONS
367501,US,🇺🇸,DINERS CLUB INTERNATIONAL,CREDIT,,
427770,PT,🇵🇹,VISA,CREDIT,PURCHASING,"UNICRE - INSTITUICAO FINANCEIRA DE CREDITO, S.A."
720520,US,🇺🇸,PRIVATE LABEL,DEBIT,,
318372,US,🇺🇸,PRIVATE LABEL,DEBIT,,
448832,US,🇺🇸,VISA,CREDIT,CLASSIC,TRUSERVICE COMMUNITY F.C.U.
523004,DK,🇩🇰,MASTERCARD,CREDIT,CORPORATE,NORDEA BANK AB (PUBL)
542816,AE,🇦🇪,MASTERCARD,CREDIT,GOLD,MASHREQ BANK
548945,SE,🇸🇪,MASTERCARD,CREDIT,STANDARD,SWEDBANK AB
657580,US,🇺🇸,DISCOVER,CREDIT,PERSONAL,DISCOVER BANK
695943,MA,🇲🇦,MAESTRO,DEBIT,STANDARD,
438692,US,🇺🇸,VISA,DEBIT,CLASSIC,MOKELUMNE F.C.U.
469414,US,🇺🇸,VISA,CREDIT,,COLUMBUS BANK AND TRUST COMPANY
624575,CN,🇨🇳,CHINA UNION PAY,DEBIT,,
301366,US,🇺🇸,DINERS CLUB INTERNATIONAL,CREDIT,BUSINESS,
574324,RU,🇷🇺,MAESTRO,DEBIT,STANDARD,MAESTRO INTERNATIONAL
232794,,◻️,MASTERCARD,,,
262523,,◻️,MASTERCARD,,,
432402,US,🇺🇸,VISA,CREDIT,CLASSIC,COLUMBUS BANK AND TRUST COMPANY
463495,US,🇺🇸,VISA,CREDIT,,
240840,,◻️,MASTERCARD,,,
110978,CA,🇨🇦,PRIVATE LABEL,,,BOSE - TDFS
100664,US,🇺🇸,UATP,CREDIT,UATP,DELTA AIRLINES (DL)
816427,CN,🇨🇳,CHINA UNION PAY,,,
533735,AR,🇦🇷,MASTERCARD,CREDIT,CORPORATE,BANCO DE LA PAMPA
357268,JP,🇯🇵,JCB,CREDIT,,
623592,CN,🇨🇳,CHINA UNION PAY,DEBIT,PERSONAL,
266503,,◻️,MASTERCARD,,,
434663,HK,🇭🇰,VISA,CREDIT,BUSINESS INFINITE,"BOC CREDIT CARD (INTERNATIONAL), LTD."
387836,US,🇺🇸,DISCOVER,CREDIT,BUSINESS,
501457,BR,🇧🇷,MAESTRO,DEBIT,STANDARD,
356070,TW,🇹🇼,JCB,CREDIT,STANDARD,BANK SINOPAC
542861,MX,🇲🇽,MASTERCARD,CREDIT,STANDARD,"ABC CAPITAL, S.A. INSTITUCION DE BANCA MULTIPLE"
595244,DE,🇩🇪,MAESTRO,DEBIT,STANDARD,
658226,US,🇺🇸,DISCOVER,CREDIT,PERSONAL,DISCOVER BANK
560230,BR,🇧🇷,MAESTRO,DEBIT,STANDARD,
507607,US,🇺🇸,EBT,DEBIT,,
257826,,◻️,MASTERCARD,,,
446001,US,🇺🇸,VISA,DEBIT,BUSINESS,FIRST NATIONAL BANK IN SIOUX FALLS
468187,US,🇺🇸,VISA,CREDIT,,
107566,ES,🇪🇸,UATP,CREDIT,UATP,IBERIA LINEAS AEREAS DE ESPANA
302603,US,🇺🇸,DINERS CLUB INTERNATIONAL,CREDIT,BUSINESS,
233965,,◻️,MASTERCARD,,,
461371,AZ,🇦🇿,VISA,DEBIT,ELECTRON,INTERNATIONAL BANK OF AZERBAIJAN
300526,US,🇺🇸,DINERS CLUB INTERNATIONAL,CREDIT,BUSINESS,
647686,US,🇺🇸,DISCOVER,CREDIT,PERSONAL,DISCOVER BANK
245152,,◻️,MASTERCARD,,,
483175,RU,🇷🇺,VISA,DEBIT,CLASSIC,JSC RUSSIAN STANDARD BANK
253273,,◻️,MASTERCARD,,,
386728,US,🇺🇸,DISCOVER,CREDIT,BUSINESS,
408627,US,🇺🇸,VISA,DEBIT,GIFT,"STATE FARM BANK, F.S.B."
395720,US,🇺🇸,DISCOVER,CREDIT,BUSINESS,
382535,US,🇺🇸,DISCOVER,CREDIT,BUSINESS,
268573,,◻️,MASTERCARD,,,
300540,US,🇺🇸,DINERS CLUB INTERNATIONAL,CREDIT,BUSINESS,
358293,JP,🇯🇵,JCB,CREDIT,STANDARD,
261379,,◻️,MASTERCARD,,,
465021,US,🇺🇸,VISA,DEBIT,CLASSIC,"U.S. BANK, N.A."
466549,MN,🇲🇳,VISA,CREDIT,CLASSIC,SAVINGS BANK OF MONGOLIA
461948,US,🇺🇸,VISA,CREDIT,,"JPMORGAN CHASE BANK, N.A."
394341,US,🇺🇸,DISCOVER,CREDIT,BUSINESS,
270066,,◻️,MASTERCARD,,,
536256,SV,🇸🇻,MASTERCARD,CREDIT,BUSINESS,BANCO AGRICOLA S.A.
406865,US,🇺🇸,VISA,CREDIT,CLASSIC,COMPASS BANK
394258,US,🇺🇸,DISCOVER,CREDIT,BUSINESS,
266801,,◻️,MASTERCARD,,,
481007,US,🇺🇸,VISA,CREDIT,,
489900,US,🇺🇸,VISA,DEBIT,CLASSIC,CALIFORNIA BANK AND TRUST
321653,BR,🇧🇷,DINERS CLUB INTERNATIONAL,CREDIT,,
350010,IL,🇮🇱,PRIVATE LABEL CARD,CREDIT,STANDARD,
443900,US,🇺🇸,VISA,DEBIT,CLASSIC,"POCA VALLEY BANK, INC."
463733,IN,🇮🇳,VISA,DEBIT,PREPAID,UNION BANK OF INDIA
437684,RO,🇷🇴,VISA,DEBIT,,
232144,,◻️,MASTERCARD,,,
581818,US,🇺🇸,EBT,DEBIT,PERSONAL,
223545,,◻️,MASTERCARD,,,
393910,US,🇺🇸,DISCOVER,CREDIT,BUSINESS,
303502,US,🇺🇸,DINERS CLUB INTERNATIONAL,CREDIT,BUSINESS,
222947,,◻️,MASTERCARD,,,
270575,,◻️,MASTERCARD,,,
582657,CH,🇨🇭,MAESTRO,DEBIT,,
112241,CA,🇨🇦,PRIVATE LABEL,,,CHARM DIAMOND CENTRES - TDFS
653303,IN,🇮🇳,DISCOVER,CREDIT,PERSONAL,
392006,US,🇺🇸,DISCOVER,CREDIT,BUSINESS,
370810,US,🇺🇸,AMERICAN EXPRESS,CREDIT,,
448315,LV,🇱🇻,VISA,CREDIT,GOLD,JSC RIETUMU BANKA
228949,,◻️,MASTERCARD,,,
391652,US,🇺🇸,DISCOVER,CREDIT,BUSINESS,
441126,US,🇺🇸,VISA,DEBIT,CLASSIC,DUPAGE C.U.
530244,JP,🇯🇵,MASTERCARD,CREDIT,STANDARD,"JAPAN POST BANK CO., LTD."
810291,CN,🇨🇳,CHINA UNION PAY,,,
657210,US,🇺🇸,DISCOVER,CREDIT,PERSONAL,DISCOVER BANK
469899,NI,🇳🇮,VISA,DEBIT,GOLD,"BANCO CITIBANK DE NICARAGUA, S.A."
494961,KR,🇰🇷,VISA,CREDIT,,
461069,US,🇺🇸,VISA,CREDIT,CLASSIC,CAPITAL CITY F.C.U.
347047,US,🇺🇸,AMERICAN EXPRESS,CREDIT,,
496172,US,🇺🇸,VISA,CREDIT,,
514648,US,🇺🇸,MASTERCARD,CREDIT,,"FIFTH THIRD PROCESSING SOLUTIONS, INC."
519011,CA,🇨🇦,MASTERCARD,CREDIT,,BANK OF MONTREAL
548867,BD,🇧🇩,MASTERCARD,CREDIT,GOLD,"NATIONAL BANK, LTD."
582773,US,🇺🇸,EBT,DEBIT,,
426634,US,🇺🇸,VISA,DEBIT,CLASSIC,MID OREGON F.C.U.
423159,JO,🇯🇴,VISA,CREDIT,GOLD,CAIRO AMMAN BANK
553668,AR,🇦🇷,MASTERCARD,CREDIT,BLACK,"FIRST DATA CONO SUR, S.R.L."
489825,US,🇺🇸,VISA,CREDIT,,
408742,US,🇺🇸,VISA,CREDIT,,
473881,US,🇺🇸,VISA,CREDIT,,
361018,US,🇺🇸,DINERS CLUB INTERNATIONAL,CREDIT,,
519937,TW,🇹🇼,MASTERCARD,CREDIT,EXECUTIVE,"MEGA INTERNATIONAL COMMERCIAL BANK CO., LTD."
496383,US,🇺🇸,VISA,CREDIT,,
511858,PR,🇵🇷,MASTERCARD,DEBIT,STANDARD,SCOTIABANK DE PUERTO RICO
375419,NO,🇳🇴,AMERICAN EXPRESS,CREDIT,,AMERICAN EXPRESS
304874,US,🇺🇸,DINERS CLUB INTERNATIONAL,CREDIT,BUSINESS,
344347,US,🇺🇸,AMERICAN EXPRESS,CREDIT,,
608435,IN,🇮🇳,RUPAY,DEBIT,,
470623,US,🇺🇸,VISA,CREDIT,,
255030,,◻️,MASTERCARD,,,
249341,,◻️,MASTERCARD,,,
223488,,◻️,MASTERCARD,,,
243036,,◻️,MASTERCARD,,,
601674,CO,🇨🇴,MAESTRO,DEBIT,,"BANCOLOMBIA, S.A."
415485,US,🇺🇸,VISA,CREDIT,,"VERISIGN, INC."
589645,US,🇺🇸,EBT,DEBIT,,
522209,US,🇺🇸,MASTERCARD,CREDIT,,NATIONAL CITY BANK OF MICHIGAN/ILLINOIS
592275,BR,🇧🇷,MAESTRO,DEBIT,STANDARD,
726085,US,🇺🇸,PRIVATE LABEL,DEBIT,,
526783,BG,🇧🇬,MASTERCARD,CREDIT,BUSINESS,EUROBANK  BULGARIA AD
640713,US,🇺🇸,EBT,DEBIT,,
241146,,◻️,MASTERCARD,,,
230917,,◻️,MASTERCARD,,,
110220,CA,🇨🇦,PRIVATE LABEL,,,BOSE - TDFS
643207,MX,🇲🇽,MAESTRO,DEBIT,STANDARD,CREDIMAX
622950,CN,🇨🇳,MAESTRO,DEBIT,PERSONAL,HANG SENG BANK LTD
379856,CA,🇨🇦,AMERICAN EXPRESS,CREDIT,PERSONAL CHARGE,AMEX CANADA GLOBESTAR
540742,US,🇺🇸,MASTERCARD,CREDIT,GM CARD,HSBC
115380,CA,🇨🇦,PRIVATE LABEL,,,CORBEIL - TDFS
235829,,◻️,MASTERCARD,,,
241259,,◻️,MASTERCARD,,,
341964,US,🇺🇸,AMERICAN EXPRESS,CREDIT,,
646913,US,🇺🇸,DISCOVER,CREDIT,PERSONAL,DISCOVER BANK
382569,US,🇺🇸,DISCOVER,CREDIT,BUSINESS,
267857,,◻️,MASTERCARD,,,
461150,PL,🇵🇱,VISA,CREDIT,BUSINESS,BRE BANK SPOLKA AKCYJNA
405801,UA,🇺🇦,VISA,DEBIT,CLASSIC,
538339,US,🇺🇸,MASTERCARD,CREDIT,,
369153,JP,🇯🇵,DINERS CLUB INTERNATIONAL,CREDIT,PERSONAL,
342774,US,🇺🇸,AMERICAN EXPRESS,CREDIT,,
428328,ES,🇪🇸,VISA,CREDIT,CLASSIC,
546276,US,🇺🇸,MASTERCARD,CREDIT,,
567485,US,🇺🇸,EBT,DEBIT,,
555390,US,🇺🇸,MASTERCARD,CREDIT,,
255880,,◻️,MASTERCARD,,,
104175,CA,🇨🇦,PRIVATE LABEL,,,LUXURY JEWELLERY CLASS (LJC) - TDFS
505214,US,🇺🇸,EBT,DEBIT,,
375016,DE,🇩🇪,AMERICAN EXPRESS,CHARGE CARD,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE
310273,JP,🇯🇵,JCB,,,
512946,GB,🇬🇧,MASTERCARD,DEBIT,PREPAID,"TRANSACT PAYMENTS, LTD."
674162,DK,🇩🇰,MAESTRO,DEBIT,,
532873,US,🇺🇸,MASTERCARD,CREDIT,,
419887,BI,🇧🇮,VISA,DEBIT,,BANQUE DE CREDIT DE BUJUMBURA (BCB)
504770,US,🇺🇸,EBT,DEBIT,,
452053,LA,🇱🇦,VISA,DEBIT,CLASSIC,"PHONGSAVANH BANK, LTD."
579053,US,🇺🇸,EBT,DEBIT,,
373570,CA,🇨🇦,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX CANADA GLOBESTAR
476629,BD,🇧🇩,VISA,DEBIT,PREPAID,"BANK ASIA, LTD."
942094,KR,🇰🇷,PRIVATE LABEL,DEBIT,STANDARD,"SHINHAN CARD CO., LTD."
497748,FR,🇫🇷,VISA,CREDIT,,CAISSE CENTRALE DE CREDIT MUTUEL
535884,CR,🇨🇷,MASTERCARD,CREDIT,STANDARD,BANCO CREDITO AGRICOLA DE CARTAGO
538091,US,🇺🇸,MASTERCARD,CREDIT,,
546856,RU,🇷🇺,MASTERCARD,CREDIT,STANDARD,BARCLAYS BANK LLC (CLOSED)
257449,,◻️,MASTERCARD,,,
381370,US,🇺🇸,DISCOVER,CREDIT,BUSINESS,
491519,AR,🇦🇷,VISA,CREDIT,,BANCO ALMAFUERTE COOPERATIVO LIMITADO
670571,FR,🇫🇷,MAESTRO,DEBIT,,CREDIT MUTUEL ARKEA
237498,,◻️,MASTERCARD,,,
242604,,◻️,MASTERCARD,,,
349448,US,🇺🇸,AMERICAN EXPRESS,CREDIT,,
474733,EG,🇪🇬,VISA,CREDIT,PLATINUM,ARAB BANK PLC
311896,JP,🇯🇵,JCB,,,
626052,CN,🇨🇳,CHINA UNION PAY,DEBIT,,
446875,US,🇺🇸,VISA,DEBIT,CLASSIC,"CARD SERVICES FOR CREDIT UNIONS, INC."
599128,CL,🇨🇱,MAESTRO,DEBIT,STANDARD,
457555,BH,🇧🇭,VISA,DEBIT,GOLD,BANK OF BAHRAIN AND KUWAIT B.S.C.
534064,US,🇺🇸,MASTERCARD,DEBIT,BUSINESS,FIFTH THIRD BANK
311771,JP,🇯🇵,JCB,,,
551377,US,🇺🇸,MASTERCARD,DEBIT,STANDARD,"FISERV SOLUTIONS, INC."
302098,US,🇺🇸,DINERS CLUB INTERNATIONAL,CREDIT,BUSINESS,
530239,JP,🇯🇵,MASTERCARD,CREDIT,STANDARD,"SUMITOMO MITSUI CARD COMPANY,, LTD."
228706,,◻️,MASTERCARD,,,
527967,JP,🇯🇵,MASTERCARD,CREDIT,STANDARD,"DC CARD CO., LTD."
493304,US,🇺🇸,VISA,CREDIT,,
382791,US,🇺🇸,DISCOVER,CREDIT,BUSINESS,
483953,NG,🇳🇬,VISA,DEBIT,CLASSIC,CAJA RURAL DE ALMERIA Y MALAGA
264512,,◻️,MASTERCARD,,,
606571,IN,🇮🇳,RUPAY,DEBIT,,
371707,US,🇺🇸,AMERICAN EXPRESS,CREDIT,CONSUMER CHARGE,AMERICAN EXPRESS US CONSUMER
537008,HN,🇭🇳,MASTERCARD,CREDIT,STANDARD UNEMBOSSED,"CREDOMATIC DEL ISTMO, S.A."
482411,DE,🇩🇪,VISA,CREDIT,,WIRECARD BANK AG
677193,TR,🇹🇷,MAESTRO,DEBIT,PERSONAL,HSBC BANK A.S.
403974,US,🇺🇸,VISA,CREDIT,CLASSIC,CENTRAL INDIANA SCHOOLS COMMUNITY F.C.U.
677668,RU,🇷🇺,MAESTRO,DEBIT,,COMMERCIAL BANK EXPOBANK
376992,IN,🇮🇳,AMERICAN EXPRESS,CREDIT,,AMERICAN EXPRESS
394194,US,🇺🇸,DISCOVER,CREDIT,BUSINESS,
538028,US,🇺🇸,MASTERCARD,DEBIT,BUSINESS,FISERV SOLUTIONS LLC
434848,US,🇺🇸,VISA,DEBIT,CLASSIC,"WELLS FARGO BANK, N.A."
455218,BE,🇧🇪,VISA,CREDIT,GOLD,BANCO BILBAO VIZCAYA ARGENTARIA S.A. (BBVA)
234431,,◻️,MASTERCARD,,,
384460,US,🇺🇸,DISCOVER,CREDIT,BUSINESS,
224267,,◻️,MASTERCARD,,,
572639,US,🇺🇸,EBT,DEBIT,,
358053,JP,🇯🇵,JCB,CREDIT,STANDARD,
250797,,◻️,MASTERCARD,,,
413706,US,🇺🇸,VISA,CREDIT,CLASSIC,NEW ENGLAND F.C.U.
556057,RU,🇷🇺,MASTERCARD,CREDIT,BUSINESS,OJSC BANK URALSIB
467313,US,🇺🇸,VISA,DEBIT,CLASSIC,"JPMORGAN CHASE BANK, N.A."
268966,,◻️,MASTERCARD,,,
658822,US,🇺🇸,DISCOVER,CREDIT,PERSONAL,DISCOVER BANK
357249,JP,🇯🇵,JCB,CREDIT,,
240042,,◻️,MASTERCARD,,,
512467,BR,🇧🇷,MASTERCARD,CREDIT,GOLD,"BANCO BRADESCO, S.A."
532387,AR,🇦🇷,MASTERCARD,CREDIT,GOLD,"FIRST DATA CONO SUR, S.R.L."
353312,JP,🇯🇵,JCB,CREDIT,,
647607,US,🇺🇸,DISCOVER,CREDIT,PERSONAL,DISCOVER BANK
537595,,◻️,MASTERCARD,DEBIT,,
474655,US,🇺🇸,VISA,CREDIT,CLASSIC,SOUTH SIDE TRUST AND SAVINGS BANK
424864,IN,🇮🇳,VISA,CREDIT,,
498530,BR,🇧🇷,VISA,CREDIT,INFINITE,"ITAU UNIBANCO, S.A."
239859,,◻️,MASTERCARD,,,
348601,US,🇺🇸,AMERICAN EXPRESS,CREDIT,,
355144,JP,🇯🇵,JCB,CREDIT,BUSINESS,
532049,US,🇺🇸,MASTERCARD,DEBIT,ENHANCED,"U.S. BANK, N.A."
492151,CR,🇨🇷,VISA,CREDIT,CLASSIC,"VALES INTERCONTINENTALES, S.A."
501722,US,🇺🇸,EBT,DEBIT,,"JPMORGAN CHASE BANK, N.A."
310117,JP,🇯🇵,JCB,DEBIT,PROPRIETARY,
542800,US,🇺🇸,MASTERCARD,CREDIT,,
543410,US,🇺🇸,MASTERCARD,CREDIT,,MID AMERICAN NATIONAL BANK AND TRUST COMPANY
260420,,◻️,MASTERCARD,,,
459329,FR,🇫🇷,VISA,CREDIT,GOLD,BANQUE FEDERATIVE DU CREDIT MUTUEL
242894,,◻️,MASTERCARD,,,
300515,US,🇺🇸,DINERS CLUB INTERNATIONAL,CREDIT,BUSINESS,
300190,US,🇺🇸,DINERS CLUB INTERNATIONAL,CREDIT,BUSINESS,
526762,BR,🇧🇷,MASTERCARD,CREDIT,STANDARD/PLATINUM,"ITAU UNIBANCO, S.A."
572658,US,🇺🇸,EBT,DEBIT,PERSONAL,
251501,,◻️,MASTERCARD,,,
473297,PY,🇵🇾,VISA,CREDIT,GOLD,"INTERBANCO, S.A."
628442,CN,🇨🇳,CHINA UNION PAY,DEBIT,,
509423,BR,🇧🇷,ELO,CREDIT,,DISPONIVEL
229404,,◻️,MASTERCARD,,,
353282,JP,🇯🇵,JCB,CREDIT,STANDARD,
235322,,◻️,MASTERCARD,,,
232247,,◻️,MASTERCARD,,,
566258,US,🇺🇸,EBT,DEBIT,,
555032,US,🇺🇸,MASTERCARD,CREDIT,PURCHASING,"UMB BANK, N.A."
